,Appt. Date,Acct,Vehicle Code,Trip#,PickUp Time,PickUp Address,Arrival Time,D/Off Address,Rider Fare,PickUp Lat,PickUp Lng,PickUp Zipcode,D/Off Lat,D/Off Lng,D/Off Zipcode,D/Off Type,Time Slots,Weekday
16082,10/30/2019,ADA,9-959,6095,600,1503 E. Centre Ave.,630,2255 W Centre Ave,$3.00 ,42.2012314,-85.5716824,49002,42.3904795,-85.6185862,49009,street_address,Slot 2 : 10:00 - 10:59,Wednesday
13649,10/25/2019,SPC,*9-76,6096,600,"5781 Sandalwood Dr.,",630,110 W Cork St,$4.00 ,42.3284,-85.518441,49048,42.2600107,-85.581349,49001,premise,Slot 2 : 10:00 - 10:59,Friday
14708,10/28/2019,SPC,9-967,6097,600,410 West Michigan Ave,630,7926 Hope St,$4.00 ,42.2918827,-85.5878173,49007,42.1543539,-85.4727853,49097,street_address,Slot 2 : 10:00 - 10:59,Monday
4356,8/10/2019,ADA,*9-79,6098,600,1211 North Edwards St,630,1240 Oakland Dr,$3.00 ,42.3029323,-85.5818112,49007,42.2808549,-85.6031249,49008,street_address,Slot 2 : 10:00 - 10:59,Saturday
3826,8/10/2019,ADA,*9-77,6099,600,410 West Michigan Ave,630,2538 S 26th,$3.00 ,42.2918827,-85.5878173,49007,42.2649931,-85.5125396,49048,premise,Slot 2 : 10:00 - 10:59,Saturday
13618,10/25/2019,ADA,9-964,6100,600,626 Lynn Ave.,630,108 W Lovell St,$3.00 ,42.256233,-85.5918782,49008,42.2888714,-85.5832356,49007,street_address,Slot 2 : 10:00 - 10:59,Friday
1174,2/10/2019,ADA,9-961,6101,600,2517 Parchmount Ave,630,1912 E Kilgore Service Rd,$3.00 ,42.3280462,-85.5489661,49004,42.2448552,-85.5584496,49002,street_address,Slot 2 : 10:00 - 10:59,Sunday
14289,10/28/2019,ADA,*9-82,6102,600,1314 Concord Place Dr,630,626 Maple Hill Dr,$3.00 ,42.2808139,-85.6558252,49009,42.2955528,-85.6574962,49009,street_address,Slot 2 : 10:00 - 10:59,Monday
5994,11/10/2019,SPC,*9-79,6103,600,1501 Reed Ave,630,543 Mall Dr,$4.00 ,42.2742779,-85.5616982,49001,42.2243439,-85.5948914,49024,premise,Slot 2 : 10:00 - 10:59,Sunday
3243,7/10/2019,SPE,9-964,6104,600,10864 Silver Maple St,660,6500 Constitution Blvd,$0.00 ,42.4187864,-85.5125798,49083,42.2227497,-85.6014805,49024,premise,Slot 2 : 10:00 - 10:59,Wednesday
14815,10/29/2019,SPC,*9-74,6105,600,815 Barrington Woods Dr.,630,416 W Centre Ave,$4.00 ,42.2079663,-85.5807642,49024,42.2014609,-85.5932454,49024,premise,Slot 2 : 10:00 - 10:59,Tuesday
6028,11/10/2019,ADA,*9-78,6106,600,4441 Old Colony Rd,630,110 W Cork St,$3.00 ,42.2454977,-85.5999136,49008,42.2600107,-85.581349,49001,premise,Slot 2 : 10:00 - 10:59,Sunday
13375,10/25/2019,ADA,9-974,6107,600,1012 Jenks Blvd,630,1240 Oakland Dr,$3.00 ,42.3009073,-85.6212229,49006,42.2808549,-85.6031249,49008,street_address,Slot 2 : 10:00 - 10:59,Friday
10367,10/20/2019,ADA,9-956,6108,600,6656 Stadium Dr,630,827 N Drake Rd,$3.00 ,42.2588028,-85.6805064,49009,42.2996194,-85.6495082,49006,premise,Slot 2 : 10:00 - 10:59,Sunday
4375,8/10/2019,SPE,9-974,6109,600,10864 Silver Maple St,660,6500 Constitution Blvd,$0.00 ,42.4187864,-85.5125798,49083,42.2227497,-85.6014805,49024,premise,Slot 2 : 10:00 - 10:59,Saturday
10266,10/19/2019,ADA,9-949,6110,600,2535 Mt Olivet Rd,630,2535 Mt Olivet Rd,$3.00 ,42.3169256,-85.5587574,49004,42.3169256,-85.5587574,49004,premise,Slot 2 : 10:00 - 10:59,Saturday
10082,10/18/2019,SPC,9-975,6111,600,410 West Michigan Ave,630,4176 Stony Ave,$4.00 ,42.2918827,-85.5878173,49007,42.3454684,-85.5409226,49004,premise,Slot 2 : 10:00 - 10:59,Friday
4981,9/10/2019,SPE,9-948,6112,600,10864 Silver Maple St,660,6500 Constitution Blvd,$0.00 ,42.4187864,-85.5125798,49083,42.2227497,-85.6014805,49024,premise,Slot 2 : 10:00 - 10:59,Tuesday
10776,10/21/2019,SPE,9-954,6113,600,10864 Silver Maple St,660,6500 Constitution Blvd,$0.00 ,42.4187864,-85.5125798,49083,42.2227497,-85.6014805,49024,premise,Slot 2 : 10:00 - 10:59,Monday
14625,10/28/2019,ADA,*9-77,6114,600,1001 W Maple St,630,5215 Beech Ave,$3.00 ,42.2719011,-85.5977039,49008,42.305617,-85.6521774,49006,premise,Slot 2 : 10:00 - 10:59,Monday
13381,10/25/2019,ADA,9-974,6115,600,1012 Jenks Blvd,630,1240 Oakland Dr,$3.00 ,42.3009073,-85.6212229,49006,42.2808549,-85.6031249,49008,street_address,Slot 2 : 10:00 - 10:59,Friday
1560,3/10/2019,SPC,9-945,6116,600,6600 Constitution Blvd,630,1700 Bronson Way,$4.00 ,42.2212724,-85.6030875,49024,42.3047248,-85.6544852,49009,premise,Slot 2 : 10:00 - 10:59,Sunday
10904,10/21/2019,ADA,9-959,6117,600,615 E Crosstown Pky,630,6025 Bluebird Ct,$3.00 ,42.28462,-85.5761579,49007,42.2296796,-85.6157151,49024,street_address,Slot 2 : 10:00 - 10:59,Monday
5955,11/10/2019,OAK,9-952,6118,600,6872 Oak Highlands Dr,630,2255 W Centre Ave,$0.00 ,42.3134045,-85.6845178,49009,42.3904795,-85.6185862,49009,street_address,Slot 2 : 10:00 - 10:59,Sunday
14180,10/28/2019,OAK,9-956,6119,600,6872 Oak Highlands Dr,630,2255 W Centre Ave,$0.00 ,42.3134045,-85.6845178,49009,42.3904795,-85.6185862,49009,street_address,Slot 2 : 10:00 - 10:59,Monday
1655,3/10/2019,ADA,9-965,6120,600,626 Lynn Ave.,630,108 W Lovell St,$3.00 ,42.256233,-85.5918782,49008,42.2888714,-85.5832356,49007,street_address,Slot 2 : 10:00 - 10:59,Sunday
4810,9/10/2019,SPC,9-966,6121,600,11414 Winding Way,630,110 W Cork St,$4.00 ,42.2918486,-85.4086842,49053,42.2600107,-85.581349,49001,premise,Slot 2 : 10:00 - 10:59,Tuesday
3573,7/10/2019,ADA,*9-77,6122,600,1001 W Maple St,630,5215 Beech Ave,$3.00 ,42.2719011,-85.5977039,49008,42.305617,-85.6521774,49006,premise,Slot 2 : 10:00 - 10:59,Wednesday
5038,9/10/2019,SPC,9-946,6123,600,1503 East Centre ave.,630,3601 South 9th St.,$4.00 ,42.2012314,-85.5716824,49002,42.2562648,-85.676916,49009,premise,Slot 2 : 10:00 - 10:59,Tuesday
5603,10/10/2019,SPC,9-963,6124,600,2535 Mount Olivet Rd,630,6091 Constitution Blvd,$4.00 ,42.3169256,-85.5587574,49004,42.2284302,-85.6001423,49024,premise,Slot 2 : 10:00 - 10:59,Thursday
4847,9/10/2019,ADA,9-964,6125,600,723 Fenimore Ave,630,1906 West Milham Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2305657,-85.6117241,49024,premise,Slot 2 : 10:00 - 10:59,Tuesday
5553,10/10/2019,SPC,*9-78,6126,600,200 Turwill Lane,630,103 Inverness Ct,$4.00 ,42.2933167,-85.6382359,49006,42.2932685,-85.6232908,49006,street_address,Slot 2 : 10:00 - 10:59,Thursday
5598,10/10/2019,ADA,9-965,6127,600,626 Lynn Ave.,630,108 W Lovell St,$3.00 ,42.256233,-85.5918782,49008,42.2888714,-85.5832356,49007,street_address,Slot 2 : 10:00 - 10:59,Thursday
24,1/10/2019,SPC,9-963,6128,600,312 E Milham Ave,630,2900 Lake Street,$4.00 ,42.2298532,-85.5865936,49002,42.2770132,-85.5448842,49048,premise,Slot 2 : 10:00 - 10:59,Thursday
14469,10/28/2019,ADA,9-964,6129,600,3508 Lincolnshire Blvd,630,1000 Oakland Dr,$3.00 ,42.2569035,-85.5556076,49001,42.2829222,-85.5997965,49008,premise,Slot 2 : 10:00 - 10:59,Monday
4363,8/10/2019,ADA,9-958,6130,600,3317 Country View Rd,630,1530 Nichols Rd,$3.00 ,42.325154,-85.623825,49004,42.3064545,-85.6276883,49006,premise,Slot 2 : 10:00 - 10:59,Saturday
13360,10/25/2019,ADA,*9-78,6131,600,1211 N. Rose St.,630,1020 S Westnedge Ave,$3.00 ,42.302533,-85.58534,49007,42.2811945,-85.5900093,49008,premise,Slot 2 : 10:00 - 10:59,Friday
14814,10/29/2019,SPC,9-967,6132,600,410 West Michigan Ave,630,4176 Stony Ave,$4.00 ,42.2918827,-85.5878173,49007,42.3454684,-85.5409226,49004,premise,Slot 2 : 10:00 - 10:59,Tuesday
10220,10/19/2019,ADA,9-950,6133,600,5215 Beech Ave,630,6955 W Kl Ave,$3.00 ,42.305617,-85.6521774,49006,42.280497,-85.6855006,49009,premise,Slot 2 : 10:00 - 10:59,Saturday
3735,7/10/2019,SPC,*9-81,6134,600,410 West Michigan Ave,630,7926 Hope St,$4.00 ,42.2918827,-85.5878173,49007,42.1543539,-85.4727853,49097,street_address,Slot 2 : 10:00 - 10:59,Wednesday
883,2/10/2019,ADA,9-969,6135,600,2888 Lyons Ave,630,2255 W Centre Ave,$3.00 ,42.3144238,-85.5086381,49048,42.3904795,-85.6185862,49009,street_address,Slot 2 : 10:00 - 10:59,Sunday
4619,9/10/2019,SPC,9-959,6136,600,6385 Foxtrot Ct.,630,601 John St,$4.00 ,42.2246315,-85.585609,49002,42.2869198,-85.5810074,49007,premise,Slot 2 : 10:00 - 10:59,Tuesday
14783,10/29/2019,SPE,9-960,6137,600,10864 Silver Maple St,660,6500 Constitution Blvd,$0.00 ,42.4187864,-85.5125798,49083,42.2227497,-85.6014805,49024,premise,Slot 2 : 10:00 - 10:59,Tuesday
5732,10/10/2019,SPE,9-966,6138,600,10864 Silver Maple St,660,6500 Constitution Blvd,$0.00 ,42.4187864,-85.5125798,49083,42.2227497,-85.6014805,49024,premise,Slot 2 : 10:00 - 10:59,Thursday
4911,9/10/2019,ADA,9-949,6139,600,4441 Old Colony Rd,630,110 W Cork St,$3.00 ,42.2454977,-85.5999136,49008,42.2600107,-85.581349,49001,premise,Slot 2 : 10:00 - 10:59,Tuesday
5485,10/10/2019,ADA,*9-77,6140,600,3317 Country View Rd,630,1530 Nichols Rd,$3.00 ,42.325154,-85.623825,49004,42.3064545,-85.6276883,49006,premise,Slot 2 : 10:00 - 10:59,Thursday
10834,10/21/2019,SPC,9-950,6141,600,4048 Lake Crest Cir,630,940 John St,$4.00 ,42.3288284,-85.5213241,49048,42.2817771,-85.5816705,49001,premise,Slot 2 : 10:00 - 10:59,Monday
14104,10/28/2019,ADA,9-969,6142,600,1211 North Edwards St,630,1240 Oakland Dr,$3.00 ,42.3029323,-85.5818112,49007,42.2808549,-85.6031249,49008,street_address,Slot 2 : 10:00 - 10:59,Monday
16770,10/31/2019,ADA,9-975,6143,600,3317 Country View Rd,630,1530 Nichols Rd,$3.00 ,42.325154,-85.623825,49004,42.3064545,-85.6276883,49006,premise,Slot 2 : 10:00 - 10:59,Thursday
5488,10/10/2019,ADA,9-976,6144,600,4441 Old Colony Rd,630,110 W Cork St,$3.00 ,42.2454977,-85.5999136,49008,42.2600107,-85.581349,49001,premise,Slot 2 : 10:00 - 10:59,Thursday
13506,10/25/2019,SPC,9-975,6145,600,722 Dragonfly,630,5320 Holiday Ter,$4.00 ,42.2830522,-85.6554083,49009,42.2659366,-85.6557223,49009,premise,Slot 2 : 10:00 - 10:59,Friday
85,1/10/2019,ADA,9-970,6146,600,410 W Michigan Ave,630,3656 Lark Dr,$3.00 ,42.2918827,-85.5878173,49007,42.2721747,-85.6359376,49008,street_address,Slot 2 : 10:00 - 10:59,Thursday
937,2/10/2019,ADA,*9-74,6147,600,1503 E. Centre Ave.,630,2255 W Centre Ave,$3.00 ,42.2012314,-85.5716824,49002,42.3904795,-85.6185862,49009,street_address,Slot 2 : 10:00 - 10:59,Sunday
14647,10/28/2019,SPC,9-946,6148,600,"5781 Sandalwood Dr.,",630,110 W Cork St,$4.00 ,42.3284,-85.518441,49048,42.2600107,-85.581349,49001,premise,Slot 2 : 10:00 - 10:59,Monday
4270,8/10/2019,SPC,9-962,6149,600,410 West Michigan Ave,630,4176 Stony Ave,$4.00 ,42.2918827,-85.5878173,49007,42.3454684,-85.5409226,49004,premise,Slot 2 : 10:00 - 10:59,Saturday
1614,3/10/2019,ADA,9-945,6150,600,6600 Constitution Blvd,630,626 Maple Hill Dr,$3.00 ,42.2212724,-85.6030875,49024,42.2955528,-85.6574962,49009,street_address,Slot 2 : 10:00 - 10:59,Sunday
5786,10/10/2019,ADA,*9-81,6151,600,1211 North Edwards St,630,1240 Oakland Dr,$3.00 ,42.3029323,-85.5818112,49007,42.2808549,-85.6031249,49008,street_address,Slot 2 : 10:00 - 10:59,Thursday
14226,10/28/2019,SPC,9-962,6152,600,1501 Reed Ave,630,543 Mall Dr,$4.00 ,42.2742779,-85.5616982,49001,42.2243439,-85.5948914,49024,premise,Slot 2 : 10:00 - 10:59,Monday
784,2/10/2019,SPC,*9-76,6153,600,5639 Attleberry Ave,630,8850 Shaver Rd,$4.00 ,42.2147783,-85.660485,49009,42.1889034,-85.6039713,49024,premise,Slot 2 : 10:00 - 10:59,Sunday
10967,10/21/2019,SPC,*9-74,6154,600,5235 Portage Rd,630,614 N 35th St,$4.00 ,42.2315867,-85.5500121,49002,42.2949718,-85.4273987,49053,street_address,Slot 2 : 10:00 - 10:59,Monday
14,1/10/2019,SPC,9-960,6155,600,3716 Franklin St.,630,8450 N 43rd St,$4.00 ,42.2684546,-85.5338031,49001,42.3781952,-85.3537075,49012,street_address,Slot 2 : 10:00 - 10:59,Thursday
13518,10/25/2019,ADA,9-972,6156,600,410 W Michigan Ave,630,3656 Lark Dr,$3.00 ,42.2918827,-85.5878173,49007,42.2721747,-85.6359376,49008,street_address,Slot 2 : 10:00 - 10:59,Friday
4688,9/10/2019,SPC,9-955,6157,600,410 West Michigan Ave,630,7926 Hope St,$4.00 ,42.2918827,-85.5878173,49007,42.1543539,-85.4727853,49097,street_address,Slot 2 : 10:00 - 10:59,Tuesday
10964,10/21/2019,SPC,*9-80,6158,600,"3125 Nichols Rd.,",630,601 John St,$4.00 ,42.3230887,-85.6295915,49009,42.2869198,-85.5810074,49007,premise,Slot 2 : 10:00 - 10:59,Monday
13524,10/25/2019,ADA,9-969,6159,600,2888 Lyons Ave,630,2255 W Centre Ave,$3.00 ,42.3144238,-85.5086381,49048,42.3904795,-85.6185862,49009,street_address,Slot 2 : 10:00 - 10:59,Friday
14684,10/28/2019,ADA,9-963,6160,600,410 West Michigan Ave,630,3102 Barney Rd,$3.00 ,42.2918827,-85.5878173,49007,42.318343,-85.6277292,49004,premise,Slot 2 : 10:00 - 10:59,Monday
3337,7/10/2019,ADA,9-961,6161,600,6656 Stadium Dr,630,1717 Shaffer St,$3.00 ,42.2588028,-85.6805064,49009,42.3080942,-85.5593026,49048,street_address,Slot 2 : 10:00 - 10:59,Wednesday
13311,10/25/2019,ADA,9-948,6162,600,4441 Old Colony Rd,630,110 W Cork St,$3.00 ,42.2454977,-85.5999136,49008,42.2600107,-85.581349,49001,premise,Slot 2 : 10:00 - 10:59,Friday
10743,10/21/2019,ADA,9-949,6163,600,1503 E. Centre Ave.,630,2255 W Centre Ave,$3.00 ,42.2012314,-85.5716824,49002,42.3904795,-85.6185862,49009,street_address,Slot 2 : 10:00 - 10:59,Monday
16,1/10/2019,ADA,*9-74,6164,600,4441 Old Colony Rd,630,110 W Cork St,$3.00 ,42.2454977,-85.5999136,49008,42.2600107,-85.581349,49001,premise,Slot 2 : 10:00 - 10:59,Thursday
5476,10/10/2019,SPC,9-949,6165,600,410 West Michigan Ave,630,7926 Hope St,$4.00 ,42.2918827,-85.5878173,49007,42.1543539,-85.4727853,49097,street_address,Slot 2 : 10:00 - 10:59,Thursday
14687,10/28/2019,ADA,9-954,6166,600,719 Butterfly,630,6739 Seeco Dr,$3.00 ,42.283487,-85.656712,49009,42.2926297,-85.6814376,49009,premise,Slot 2 : 10:00 - 10:59,Monday
3524,7/10/2019,ADA,9-967,6167,600,410 West Michigan Ave,630,3102 Barney Rd,$3.00 ,42.2918827,-85.5878173,49007,42.318343,-85.6277292,49004,premise,Slot 2 : 10:00 - 10:59,Wednesday
10503,10/21/2019,SPC,9-963,6168,600,5265 Huntwick Rd,630,300 Library Ln,$4.00 ,42.2013748,-85.6535621,49009,42.2035723,-85.5870155,49002,premise,Slot 2 : 10:00 - 10:59,Monday
1616,3/10/2019,ADA,9-969,6169,600,1211 North Edwards St,630,1240 Oakland Dr,$3.00 ,42.3029323,-85.5818112,49007,42.2808549,-85.6031249,49008,street_address,Slot 2 : 10:00 - 10:59,Sunday
10830,10/21/2019,ADA,9-948,6170,600,719 Butterfly,630,6739 Seeco Dr,$3.00 ,42.283487,-85.656712,49009,42.2926297,-85.6814376,49009,premise,Slot 2 : 10:00 - 10:59,Monday
5156,9/10/2019,ADA,9-976,6171,600,719 Butterfly,630,6739 Seeco Dr,$3.00 ,42.283487,-85.656712,49009,42.2926297,-85.6814376,49009,premise,Slot 2 : 10:00 - 10:59,Tuesday
3505,7/10/2019,SPC,9-974,6172,600,11414 Winding Way,630,110 W Cork St,$4.00 ,42.2918486,-85.4086842,49053,42.2600107,-85.581349,49001,premise,Slot 2 : 10:00 - 10:59,Wednesday
1581,3/10/2019,SPC,9-946,6173,600,1078 Verleen St,630,6065 Gull Rd,$4.00 ,42.2977868,-85.5172069,49048,42.3316978,-85.5107025,49048,premise,Slot 2 : 10:00 - 10:59,Sunday
4740,9/10/2019,ADA,9-955,6174,600,410 West Michigan Ave,630,2538 S 26th,$3.00 ,42.2918827,-85.5878173,49007,42.2649931,-85.5125396,49048,premise,Slot 2 : 10:00 - 10:59,Tuesday
10135,10/18/2019,SPC,9-963,6175,600,11101 Meadow St.,630,252 E Lovell St,$4.00 ,42.1559664,-85.5660143,49002,42.2886714,-85.5815226,49007,street_address,Slot 2 : 10:00 - 10:59,Friday
3786,8/10/2019,SPC,*9-82,6176,600,4208 Beechmount Ave,630,5121 S Westnedge Ave,$4.00 ,42.2333943,-85.6400547,49024,42.2421406,-85.5875781,49002,premise,Slot 2 : 10:00 - 10:59,Saturday
6077,11/10/2019,ADA,*9-77,6177,600,1012 Jenks Blvd,630,1240 Oakland Dr,$3.00 ,42.3009073,-85.6212229,49006,42.2808549,-85.6031249,49008,street_address,Slot 2 : 10:00 - 10:59,Sunday
5270,10/10/2019,ADA,9-974,6178,600,1012 Jenks Blvd,630,1240 Oakland Dr,$3.00 ,42.3009073,-85.6212229,49006,42.2808549,-85.6031249,49008,street_address,Slot 2 : 10:00 - 10:59,Thursday
13327,10/25/2019,SPC,9-949,6179,600,2008 Egleston Ave,630,1212 South Park St,$4.00 ,42.2762957,-85.554636,49001,42.2795494,-85.5876987,49001,premise,Slot 2 : 10:00 - 10:59,Friday
14013,10/27/2019,ADA,9-955,6180,600,2924 Ferdon Rd,630,5550 Oakland Dr,$3.00 ,42.2617954,-85.6238299,49008,42.2361421,-85.6177035,49024,premise,Slot 2 : 10:00 - 10:59,Sunday
16181,10/31/2019,ADA,9-963,6181,600,1415 Romence Rd,630,3057 Gull Rd.,$3.00 ,42.2151893,-85.6057527,49024,42.313923,-85.5422453,49048,street_address,Slot 2 : 10:00 - 10:59,Thursday
13859,10/25/2019,ADA,9-958,6182,600,1001 W Maple St,630,5215 Beech Ave,$3.00 ,42.2719011,-85.5977039,49008,42.305617,-85.6521774,49006,premise,Slot 2 : 10:00 - 10:59,Friday
5130,9/10/2019,SPC,9-950,6183,600,4048 Lake Crest Cir,630,1700 Gull Rd,$4.00 ,42.3288284,-85.5213241,49048,42.3060585,-85.558057,49048,premise,Slot 2 : 10:00 - 10:59,Tuesday
4177,8/10/2019,ADA,9-975,6184,600,4441 Old Colony Rd,630,110 W Cork St,$3.00 ,42.2454977,-85.5999136,49008,42.2600107,-85.581349,49001,premise,Slot 2 : 10:00 - 10:59,Saturday
10761,10/21/2019,ADA,*9-80,6185,600,3317 Country View Rd,630,1530 Nichols Rd,$3.00 ,42.325154,-85.623825,49004,42.3064545,-85.6276883,49006,premise,Slot 2 : 10:00 - 10:59,Monday
4174,8/10/2019,SPC,*9-80,6186,600,3716 Franklin St.,630,8450 N 43rd St,$4.00 ,42.2684546,-85.5338031,49001,42.3781952,-85.3537075,49012,street_address,Slot 2 : 10:00 - 10:59,Saturday
10257,10/19/2019,SPC,9-942,6187,600,5653 Gull Rd.,630,5800 Gull Rd,$4.00 ,42.3263588,-85.517079,49048,42.323258,-85.5151954,49048,premise,Slot 2 : 10:00 - 10:59,Saturday
5153,9/10/2019,ADA,*9-82,6188,600,1503 E. Centre Ave.,630,2255 W Centre Ave,$3.00 ,42.2012314,-85.5716824,49002,42.3904795,-85.6185862,49009,street_address,Slot 2 : 10:00 - 10:59,Tuesday
10976,10/21/2019,ADA,9-974,6189,600,3508 Lincolnshire Blvd,630,1000 Oakland Dr,$3.00 ,42.2569035,-85.5556076,49001,42.2829222,-85.5997965,49008,premise,Slot 2 : 10:00 - 10:59,Monday
10186,10/18/2019,ADA,9-960,6190,600,615 E Crosstown Pkwy,630,5625 Vintage Ln,$3.00 ,42.28462,-85.5761579,49007,42.2990699,-85.6596947,49009,street_address,Slot 2 : 10:00 - 10:59,Friday
13696,10/25/2019,ADA,9-951,6191,600,8850 Shaver Rd,630,4117 South Rose St,$3.00 ,42.1889034,-85.6039713,49024,42.2524222,-85.5845547,49001,street_address,Slot 2 : 10:00 - 10:59,Friday
5815,10/10/2019,ADA,9-955,6192,600,6600 Constitution Blvd,630,626 Maple Hill Dr,$3.00 ,42.2212724,-85.6030875,49024,42.2955528,-85.6574962,49009,street_address,Slot 2 : 10:00 - 10:59,Thursday
14097,10/28/2019,SPE,9-955,6193,600,10864 Silver Maple St,660,6500 Constitution Blvd,$0.00 ,42.4187864,-85.5125798,49083,42.2227497,-85.6014805,49024,premise,Slot 2 : 10:00 - 10:59,Monday
13854,10/25/2019,SPC,9-967,6194,600,11414 Winding Way,630,110 W Cork St,$4.00 ,42.2918486,-85.4086842,49053,42.2600107,-85.581349,49001,premise,Slot 2 : 10:00 - 10:59,Friday
10794,10/21/2019,SPC,*9-81,6195,600,1501 Reed Ave,630,543 Mall Dr,$4.00 ,42.2742779,-85.5616982,49001,42.2243439,-85.5948914,49024,premise,Slot 2 : 10:00 - 10:59,Monday
4016,8/10/2019,ADA,9-954,6196,600,2888 Lyons Ave,630,2255 W Centre Ave,$3.00 ,42.3144238,-85.5086381,49048,42.3904795,-85.6185862,49009,street_address,Slot 2 : 10:00 - 10:59,Saturday
13662,10/25/2019,SPC,9-953,6197,600,410 West Michigan Ave,630,4176 Stony Ave,$4.00 ,42.2918827,-85.5878173,49007,42.3454684,-85.5409226,49004,premise,Slot 2 : 10:00 - 10:59,Friday
3899,8/10/2019,ADA,9-965,6198,600,626 Lynn Ave.,630,108 W Lovell St,$3.00 ,42.256233,-85.5918782,49008,42.2888714,-85.5832356,49007,street_address,Slot 2 : 10:00 - 10:59,Saturday
10829,10/21/2019,OAK,*9-82,6199,600,6872 Oak Highlands Dr,630,2255 W Centre Ave,$0.00 ,42.3134045,-85.6845178,49009,42.3904795,-85.6185862,49009,street_address,Slot 2 : 10:00 - 10:59,Monday
14355,10/28/2019,SPC,9-956,6200,600,6627 Mill Creek Dr,630,601 John St,$4.00 ,42.259941,-85.6809448,49009,42.2869198,-85.5810074,49007,premise,Slot 2 : 10:00 - 10:59,Monday
10313,10/19/2019,SPC,9-957,6201,600,9001 Greystone Rd,630,722 N Edwards St,$4.00 ,42.2457494,-85.7262985,49009,42.2986976,-85.5815701,49007,premise,Slot 2 : 10:00 - 10:59,Saturday
4055,8/10/2019,ADA,9-966,6202,600,7685 Whispering Brook Dr,630,233 W Centre Ave,$3.00 ,42.205655,-85.5959011,49024,42.1999465,-85.5914707,49024,street_address,Slot 2 : 10:00 - 10:59,Saturday
16190,10/31/2019,SPC,9-952,6203,605,201 Gale Ave,658,200 N Park St,$4.00 ,42.2948811,-85.4125076,49053,42.2928727,-85.5863942,49007,premise,Slot 2 : 10:00 - 10:59,Thursday
5072,9/10/2019,ADA,9-964,6204,605,2888 Lyons Ave,630,2255 W Centre Ave,$3.00 ,42.3144238,-85.5086381,49048,42.3904795,-85.6185862,49009,street_address,Slot 2 : 10:00 - 10:59,Tuesday
6437,11/10/2019,SPC,9-955,6205,605,614 N 35th St,635,7017 S Westnedge Ave,$4.00 ,42.2949718,-85.4273987,49053,42.2151533,-85.5889846,49002,premise,Slot 2 : 10:00 - 10:59,Sunday
5178,9/10/2019,ADA,*9-81,6206,605,432 Echo Ct,630,2403 Helen Ave,$3.00 ,42.2247769,-85.5851268,49002,42.2392859,-85.5613262,49002,street_address,Slot 2 : 10:00 - 10:59,Tuesday
16100,10/30/2019,SPC,9-955,6207,605,647 Butterfly,635,3611 Stadium Dr,$4.00 ,42.2842289,-85.6570538,49009,42.2710308,-85.6339535,49008,premise,Slot 2 : 10:00 - 10:59,Wednesday
1185,2/10/2019,SPC,9-946,6208,605,11415 Mill Crk,635,1717 Shaffer St,$4.00 ,42.2933335,-85.4093092,49053,42.3080942,-85.5593026,49048,street_address,Slot 2 : 10:00 - 10:59,Sunday
4608,9/10/2019,ADA,9-966,6209,605,1080 N. 35th St.,630,5039 Comstock Ave,$3.00 ,42.2991123,-85.4277642,49053,42.2840897,-85.5302028,49048,premise,Slot 2 : 10:00 - 10:59,Tuesday
4536,9/10/2019,ADA,*9-80,6210,605,314 S Drake Rd,660,167 E Kalamazoo Ave,$3.00 ,42.2896208,-85.6502708,49009,42.2948954,-85.5819797,49007,street_address,Slot 2 : 10:00 - 10:59,Tuesday
7468,10/15/2019,SPC,9-961,6211,605,3125 Nichols Rd,630,1530 Nichols Rd,$4.00 ,42.3230887,-85.6295915,49009,42.3064545,-85.6276883,49006,premise,Slot 2 : 10:00 - 10:59,Tuesday
3399,7/10/2019,SPC,*9-77,6212,605,1410 W Maple St,635,5749 Stadium dr.,$4.00 ,42.2726227,-85.6041808,49008,42.265642,-85.6615162,49009,premise,Slot 2 : 10:00 - 10:59,Wednesday
9800,10/18/2019,SPC,9-955,6213,605,1076 37th St N,635,4210 S Westnedge Ave,$4.00 ,42.2996303,-85.4032129,49053,42.2489839,-85.5898796,49008,street_address,Slot 2 : 10:00 - 10:59,Friday
3410,7/10/2019,SPC,*9-77,6214,610,1541 Oakland Dr,660,5350 W Main St,$4.00 ,42.2764887,-85.6022612,49008,42.2985564,-85.6552824,49009,premise,Slot 2 : 10:00 - 10:59,Wednesday
869,2/10/2019,SPE,9-974,6215,610,8845 E D Ave,660,6750 Chime St,$0.00 ,42.3764482,-85.4581657,49083,42.2567798,-85.6793631,49009,premise,Slot 2 : 10:00 - 10:59,Sunday
14725,10/28/2019,SPE,9-955,6216,610,8845 E D Ave,660,6750 Chime St,$0.00 ,42.3764482,-85.4581657,49083,42.2567798,-85.6793631,49009,premise,Slot 2 : 10:00 - 10:59,Monday
10300,10/19/2019,ADA,9-956,6217,610,7685 Whispering Brook Dr,640,283 W Centre Ave,$3.00 ,42.205655,-85.5959011,49024,42.1992499,-85.5917171,49024,subpremise,Slot 2 : 10:00 - 10:59,Saturday
6426,11/10/2019,SPC,9-961,6218,610,8845 E D Ave,640,6750 Chime St,$4.00 ,42.3764482,-85.4581657,49083,42.2567798,-85.6793631,49009,premise,Slot 2 : 10:00 - 10:59,Sunday
