Bus 0: 
(42.300853, -85.6567693)
(42.3904795, -85.6185862)
(42.2501697, -85.614754)
(42.2151893, -85.6057527)
Time Saved: 511
Average Pick Up Delay: 5.142857142857143
Average Drop Off Delay: 8.785714285714286
----------------------------------------------
Bus 15: 
(42.2933292, -85.409809)
(42.2808549, -85.6031249)
(42.2789679, -85.6501706)
(42.3296307, -85.6352771)
(42.3271918, -85.6325343)
(42.2649931, -85.5125396)
(42.2649931, -85.5125396)
(42.2649931, -85.5125396)
(42.2668084, -85.4481574)
(42.2269857, -85.4278923)
(42.1016591, -85.3913365)
(42.2868088, -85.5796208)
Time Saved: 174
Average Pick Up Delay: 4.0
Average Drop Off Delay: 3.6666666666666665
----------------------------------------------
Bus 16: 
(42.1410135, -85.5033838)
(42.2808903, -85.5517207)
(42.161487, -85.6474611)
(42.1565895, -85.5607519)
(42.1565895, -85.5607519)
(42.2246119, -85.5813449)
(42.2649931, -85.5125396)
(42.2649931, -85.5125396)
(42.2649931, -85.5125396)
(42.2649931, -85.5125396)
(42.2918486, -85.4086842)
(42.2564506, -85.5549203)
(42.2941977, -85.577075)
(42.2918827, -85.5878173)
(42.2600107, -85.581349)
(42.1543539, -85.4727853)
(42.2886714, -85.5815226)
(42.1233297, -85.5241883)
Time Saved: 210
Average Pick Up Delay: 8.777777777777779
Average Drop Off Delay: 2.888888888888889
----------------------------------------------
Bus 17: 
(42.3280919, -85.5221051)
(42.3060585, -85.558057)
(42.4131278, -85.6478825)
(42.3558935, -85.6638559)
(42.2955932, -85.6296204)
(42.2869198, -85.5810074)
(42.2772195, -85.5905719)
(42.290658, -85.601255)
(42.3262481, -85.5561558)
(42.3035838, -85.6468513)
(42.3013041, -85.6615485)
(42.294401, -85.6782623)
(42.3035838, -85.6468513)
(42.3186986, -85.6038758)
(42.3205869, -85.5792925)
(42.2665697, -85.5710822)
(42.2956495, -85.560689)
(42.310344, -85.5523611)
(42.3168033, -85.5427124)
(42.3281336, -85.5132237)
(42.3744256, -85.468618)
(42.323258, -85.5151954)
(42.3529196, -85.4559099)
(42.2869198, -85.5810074)
(42.2865361, -85.5823325)
(42.2941977, -85.577075)
(42.2991703, -85.5544953)
(42.3209815, -85.5257372)
